symbol,factor,buy_param,sell_param,fee_,CAGR,Accumulated return,Average return,Benchmark return,Number of trades,Number of win,Hit ratio,Investment period,Sharpe ratio,MDD,Benchmark MDD
AAPL,slow_k,14,84,0.001,0.225,1.7236000000000002,0.043899999999999995,1.2154,24.0,19.0,0.7917000000000001,4.9,0.84,-0.1795,-0.3343
AAPL,slow_k,14,85,0.001,0.1586,1.0688,0.0347,1.2154,22.0,16.0,0.7273000000000001,4.9,0.54,-0.2615,-0.3343
AAPL,slow_k,14,86,0.001,0.1746,1.2133,0.0381,1.2154,22.0,16.0,0.7273000000000001,4.9,0.59,-0.2615,-0.3343
AAPL,slow_k,14,87,0.001,0.17920000000000003,1.2561,0.039,1.2154,22.0,16.0,0.7273000000000001,4.9,0.61,-0.2473,-0.3343
AAPL,slow_k,14,88,0.001,0.1826,1.2890000000000001,0.039599999999999996,1.2154,22.0,16.0,0.7273000000000001,4.9,0.62,-0.2473,-0.3343
AAPL,slow_k,14,89,0.001,0.1884,1.3447,0.0408,1.2154,22.0,17.0,0.7726999999999999,4.9,0.65,-0.2473,-0.3343
AAPL,slow_k,14,90,0.001,0.2004,1.4636000000000002,0.0433,1.2154,22.0,17.0,0.7726999999999999,4.9,0.69,-0.2473,-0.3343
AAPL,slow_k,15,60,0.001,0.1444,0.9462999999999999,0.0274,1.2154,26.0,19.0,0.7308,4.9,0.56,-0.19699999999999998,-0.3343
AAPL,slow_k,15,61,0.001,0.151,1.0023,0.0286,1.2154,26.0,19.0,0.7308,4.9,0.58,-0.1861,-0.3343
AAPL,slow_k,15,62,0.001,0.1493,0.988,0.028300000000000002,1.2154,26.0,18.0,0.6923,4.9,0.57,-0.1861,-0.3343
AAPL,slow_k,15,63,0.001,0.1491,0.9863,0.028300000000000002,1.2154,26.0,18.0,0.6923,4.9,0.57,-0.1861,-0.3343
AAPL,slow_k,15,64,0.001,0.1487,0.983,0.0274,1.2154,26.0,17.0,0.6537999999999999,4.9,0.57,-0.1861,-0.3343
AAPL,slow_k,15,65,0.001,0.15789999999999998,1.0621,0.028999999999999998,1.2154,26.0,19.0,0.7308,4.9,0.61,-0.1861,-0.3343
AAPL,slow_k,15,66,0.001,0.15789999999999998,1.0621,0.028999999999999998,1.2154,26.0,19.0,0.7308,4.9,0.61,-0.1861,-0.3343
AAPL,slow_k,15,67,0.001,0.163,1.1076000000000001,0.029900000000000003,1.2154,26.0,19.0,0.7308,4.9,0.63,-0.1861,-0.3343
AAPL,slow_k,15,68,0.001,0.163,1.1076000000000001,0.029900000000000003,1.2154,26.0,19.0,0.7308,4.9,0.63,-0.1861,-0.3343
AAPL,slow_k,15,69,0.001,0.16570000000000001,1.1320999999999999,0.0304,1.2154,26.0,19.0,0.7308,4.9,0.63,-0.1861,-0.3343
AAPL,slow_k,15,70,0.001,0.1689,1.1606999999999998,0.030899999999999997,1.2154,26.0,19.0,0.7308,4.9,0.65,-0.1861,-0.3343
AAPL,slow_k,15,71,0.001,0.188,1.3407,0.0341,1.2154,26.0,20.0,0.7692,4.9,0.73,-0.1795,-0.3343
AAPL,slow_k,15,72,0.001,0.19510000000000002,1.4103999999999999,0.0353,1.2154,26.0,21.0,0.8077,4.9,0.75,-0.1795,-0.3343
AAPL,slow_k,15,73,0.001,0.19510000000000002,1.4103999999999999,0.0353,1.2154,26.0,21.0,0.8077,4.9,0.75,-0.1795,-0.3343
AAPL,slow_k,15,74,0.001,0.1905,1.3656,0.0345,1.2154,26.0,21.0,0.8077,4.9,0.73,-0.1795,-0.3343
AAPL,slow_k,15,75,0.001,0.1942,1.4021000000000001,0.0352,1.2154,26.0,21.0,0.8077,4.9,0.75,-0.1795,-0.3343
AAPL,slow_k,15,76,0.001,0.2029,1.489,0.0366,1.2154,26.0,21.0,0.8077,4.9,0.79,-0.1795,-0.3343
AAPL,slow_k,15,77,0.001,0.1996,1.4555,0.0375,1.2154,25.0,21.0,0.84,4.9,0.77,-0.1795,-0.3343
AAPL,slow_k,15,78,0.001,0.20809999999999998,1.5427000000000002,0.0391,1.2154,25.0,21.0,0.84,4.9,0.8,-0.1795,-0.3343
AAPL,slow_k,15,79,0.001,0.2043,1.5041,0.0383,1.2154,25.0,21.0,0.84,4.9,0.78,-0.1795,-0.3343
AAPL,slow_k,15,80,0.001,0.21,1.5626,0.0392,1.2154,25.0,21.0,0.84,4.9,0.8,-0.1795,-0.3343
AAPL,slow_k,15,81,0.001,0.1859,1.3204,0.0365,1.2154,24.0,19.0,0.7917000000000001,4.9,0.68,-0.1795,-0.3343
AAPL,slow_k,15,82,0.001,0.1973,1.4323,0.0387,1.2154,24.0,19.0,0.7917000000000001,4.9,0.73,-0.1795,-0.3343
AAPL,slow_k,15,83,0.001,0.2047,1.5082,0.04019999999999999,1.2154,24.0,19.0,0.7917000000000001,4.9,0.76,-0.1795,-0.3343
